epd,posnum,complexity,move,top,score,depth,pv
nrnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKQRBB w FBfb -,176,419,f2f4,2,36,24,f2f4 f7f5 b2b3 d7d6 c2c4 c7c5 d2d4
nrnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKQRBB w FBfb -,176,419,b2b3,3,28,24,b2b3 g7g5 g2g3 f7f5 f2f4 g5f4 g3f4
nrnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKQRBB w FBfb -,176,419,g2g3,4,25,24,g2g3 f7f5
nrnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKQRBB w FBfb -,176,419,d2d3,5,25,24,d2d3 f7f5 f2f4 d7d6 e1d2 c7c5 g2g3
bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w GDgd -,177,0,g2g3,1,58,23,g2g3 c7c5 c2c4 h7h5 b2b3 c8d6 d2d4
bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w GDgd -,177,0,c2c4,2,54,23,c2c4 b7b6 b2b4 c7c5 b4c5 b6c5 c1b3
bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w GDgd -,177,0,g2g4,3,52,23,g2g4 h7h5 g4g5 g7g6 d2d4 d7d5 c2c4
bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w GDgd -,177,0,b2b4,4,41,23,b2b4 b7b5 a2a4 a7a6 e1f3 h7h5 h2h4
bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w GDgd -,177,0,h2h4,5,32,23,h2h4 c7c5 b2b3 b7b6 c2c4 h7h5 e1f3
bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w GCgc -,178,0,g2g4,1,61,24,g2g4 e7e6 e2e3 g7g5 d1f3 d8f6 d2d4
bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w GCgc -,178,0,e2e3,2,25,24,e2e3
bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w GCgc -,178,0,b2b3,3,20,24,b2b3 b7b6 e2e3 e7e6 c2c4 d8f6 b1c3
bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w GCgc -,178,0,h2h4,4,16,24,h2h4 h7h5 b2b4 e7e6 c2c4 b7b6 e2e3
bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w GCgc -,178,0,c2c4,5,14,24,c2c4 h7h5 b2b4 e7e6 h2h4 b7b6 e2e3
bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w GCgc -,179,94,g2g4,1,35,23,g2g4 g7g6 h2h4 f8g7 e2e3 h7h5 g4g5
bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w GCgc -,179,94,b2b3,2,17,23,b2b3 b7b6 f2f3 f7f6 e2e4 e7e5 d1e3
bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w GCgc -,179,94,g2g3,3,15,23,g2g3 g7g5 h2h4 g5g4 f1g2 e7e6 e2e3
bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w GCgc -,179,94,h2h4,4,7,23,h2h4 b7b6 b2b3 h7h5 f2f3 b8c6 d1f2
bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w GCgc -,179,94,b1c3,5,4,23,b1c3 b7b6 b2b3 h7h5 e2e4 d8e6 h2h4
bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w FCfc -,180,74,g2g4,1,27,24,g2g4 g7g6 d1e3 e7e6 f2f4 f7f5 c2c4
bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w FCfc -,180,74,b2b3,2,15,24,b2b3 b7b6 f2f4 f7f5 d1f2 g7g6 a1h8
bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w FCfc -,180,74,f2f4,3,13,24,f2f4 b7b6 b2b3 f7f5 d1f2 g7g6 a1h8
bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w FCfc -,180,74,g2g3,4,11,24,g2g3 g7g5 f2f4 g5f4 g3f4 f7f5 b1c3
bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w FCfc -,180,74,b2b4,5,0,24,b2b4 b7b6
nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w GDgd -,181,2829,c2c3,1,18,28,c2c3 d7d5 h2h4 c7c6 d2d4 h7h5 a1b3
nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w GDgd -,181,2829,d2d4,2,17,28,d2d4 d7d5 h2h4 c7c6 a1b3 h7h5 c2c3
nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w GDgd -,181,2829,a1b3,3,17,28,a1b3 d7d5 h2h4 c7c6 d2d4 h7h5 c2c3
nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w GDgd -,181,2829,h2h4,4,16,28,h2h4
nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w GDgd -,181,2829,c2c4,5,11,28,c2c4 c7c6
nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w GBgb -,182,169,g2g4,1,46,24,g2g4 c7c6 h2h4 h7h5 g4g5 a8b6 b2b3
nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w GBgb -,182,169,e2e4,2,35,24,e2e4
nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w GBgb -,182,169,h2h4,3,32,24,h2h4 h7h5 e2e4 e8f6 e4e5 f6g4 d2d4
nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w GBgb -,182,169,a1b3,4,30,24,a1b3 h7h5 h2h4 h8h7 d2d3 d7d6 f1g1
nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w GBgb -,182,169,d2d3,5,24,24,d2d3 h7h5 h2h4 c7c6 e2e4 d8c7 g2g3
nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w GBgb -,183,711,h2h4,1,20,24,h2h4 g7g6 g2g3 h7h5 f1g2 f8g7 c2c3
nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w GBgb -,183,711,g2g3,2,19,24,g2g3 g7g6 h2h4 h7h5 f1g2 f8g7 c2c3
nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w GBgb -,183,711,e2e3,5,17,24,e2e3 g7g6
nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w GBgb -,183,711,c2c3,3,16,24,c2c3 g7g6 g2g3 d7d6 f1g2 f7f5 h2h4
nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w GBgb -,183,711,d2d4,4,13,24,d2d4 g7g6 a1b3 d8c6 d4d5 c6b4 d1e3
nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w FBfb -,184,35,f2f4,1,27,25,f2f4 f7f5 g2g4 a8b6 g4f5 d7d6 a1b3
nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w FBfb -,184,35,g2g4,2,21,25,g2g4 a8b6 f2f4 f7f5 g4f5 d7d6 a1b3
nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w FBfb -,184,35,g2g3,3,16,25,g2g3 f7f5 b2b3 g7g6 c2c4 b7b6 f2f4
nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w FBfb -,184,35,b2b3,4,14,25,b2b3 b7b6 g2g3 g7g6 f2f4 c7c5 c1b2
nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w FBfb -,184,35,b2b4,5,10,25,b2b4 f7f5 a1b3 g8c4 f2f4 c4b4 g1a7
nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w GCgc -,185,1549,d2d4,1,41,24,d2d4 d7d5 c2c4 d5c4 c1c4 g7g6 a1b3
nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w GCgc -,185,1549,c2c4,2,40,24,c2c4 g7g6 g2g3 f7f5 e2e4 f5f4 d2d3
nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w GCgc -,185,1549,g2g3,3,35,24,g2g3 g7g6 c2c4 f7f5 e2e4 f5f4 d2d3
nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w GCgc -,185,1549,a1b3,4,27,24,a1b3 c7c5
nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w GCgc -,185,1549,b2b4,5,23,24,b2b4 d7d5 c2c4 d5c4 c1c4 g7g6 a1b3
nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w GBgb -,186,759,g2g4,1,33,24,g2g4 e7e5
nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w GBgb -,186,759,h2h4,2,30,24,h2h4 e7e5 d2d3 d7d6 a1b3 h7h5 e2e4
nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w GBgb -,186,759,a1b3,3,29,24,a1b3 e7e5 h2h4 d7d6 d2d3 h7h5 e2e4
nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w GBgb -,186,759,d2d4,4,29,24,d2d4 g7g5 a1b3 d7d5 c1d3 e7e6 e2e3
nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w GBgb -,186,759,d2d3,5,25,24,d2d3 e7e5 g2g4 d7d6 e2e3 e8d7 h2h4
nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w GBgb -,187,81,g2g4,1,28,24,g2g4 a8b6 e2e4 e7e5 c1e2 c8e7 d1b1
nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w GBgb -,187,81,e2e4,2,28,24,e2e4 g7g5 a1b3 a8b6 g2g3 e7e6 d2d4
nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w GBgb -,187,81,a1b3,3,24,24,a1b3 g7g5 e2e4 e7e5 c1e2 c8e7 g2g4
nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w GBgb -,187,81,h2h4,4,22,24,h2h4 d7d5 g2g4 e7e6 a1b3 c8d6 d2d4
nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w GBgb -,187,81,g2g3,5,18,24,g2g3 a8b6 e2e4 g7g5 a1b3 e7e5 c1e2
nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w FBfb -,188,74,g2g4,1,34,23,g2g4 g7g5 h2h4 h7h6 h4g5 h6g5 a1b3
nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w FBfb -,188,74,f2f4,2,24,23,f2f4 f7f5 d2d3 a8b6 g2g3 g7g5 f4g5
nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w FBfb -,188,74,d2d3,3,23,23,d2d3 f7f5 f2f4 a8b6 g2g3 g7g5 f4g5
nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w FBfb -,188,74,g2g3,4,18,23,g2g3 f7f5
nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w FBfb -,188,74,a1b3,5,14,23,a1b3 f7f5 f2f4 g7g6 g2g3 b7b6 d2d3
nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w FCfc -,189,715,f2f4,2,50,25,f2f4 f7f5 g2g3 g7g6 c2c3 c7c6 e2e4
nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w FCfc -,189,715,c2c3,3,49,25,c2c3 f7f5 f2f4 c7c6 g2g3 a8b6 e2e4
nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w FCfc -,189,715,e2e4,4,45,25,e2e4 c7c6 c2c3 e7e5 g2g3 d8e6 d1e3
nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w FCfc -,189,715,g2g3,1,41,25,g2g3 f7f5
nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w FCfc -,189,715,a1b3,5,20,25,a1b3 f7f5 f2f4 c7c6 c2c3 g7g6 g2g3
nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w FBfb -,190,1080,e2e4,2,33,22,e2e4 f7f5
nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w FBfb -,190,1080,a1b3,1,25,22,a1b3 f7f5 g2g4 f5g4 h2h3 g4h3 e2e4
nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w FBfb -,190,1080,f2f4,3,23,22,f2f4 f7f5 a1b3 c7c6 c2c3 a8b6 d1c2
nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w FBfb -,190,1080,c2c3,4,13,22,c2c3 f7f5 f2f4 c7c6 a1b3 a8b6 h2h4
nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w FBfb -,190,1080,g2g4,5,8,22,g2g4 h7h5 g4g5 f7f6 g5f6 g7f6 f2f4
nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w EBeb -,191,872,e2e4,1,48,23,e2e4 e7e5 g2g3 g7g5 a1b3 f7f6 f2f4
nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w EBeb -,191,872,f2f4,3,29,23,f2f4 f7f5 g2g4 f5g4 e2e4 a8b6 a1b3
nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w EBeb -,191,872,a1b3,2,25,23,a1b3 e7e5 e2e4 g7g6 c1e2 a8b6 e2c3
nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w EBeb -,191,872,g2g3,4,21,23,g2g3 f7f5 f2f4 g7g5 a1b3 a8b6 c1d3
nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w EBeb -,191,872,f2f3,5,7,23,f2f3 e7e5 e2e4 g7g6 b2b3 f7f5 g2g4
nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w EBeb -,192,105,e2e4,1,38,23,e2e4 e7e5 f2f4 f7f5 f4e5 f5e4 f1f8
nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w EBeb -,192,105,g2g4,2,28,23,g2g4
nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w EBeb -,192,105,g2g3,3,25,23,g2g3 f7f5 f2f4 a8b6 a1b3 g7g6 c1d3
nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w EBeb -,192,105,f2f4,4,24,23,f2f4 f7f5 a1b3 a8b6 c1d3 g7g6 g2g4
nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w EBeb -,192,105,a1b3,5,10,23,a1b3 e7e5 g2g4 g7g6 e2e4 f7f5 e4f5
bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w HEhe -,193,989,b2b4,1,19,24,b2b4 b7b6 c2c4 c7c5 b4c5 b6c5 e2e4
bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w HEhe -,193,989,c2c4,2,14,24,c2c4 c7c5 e2e4 e7e5 d1c3 d8e6 b2b3
bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w HEhe -,193,989,b2b3,4,8,24,b2b3 b7b5 g1f3 c7c5 c2c4 b5c4 b3c4
bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w HEhe -,193,989,e2e4,3,5,24,e2e4 c7c5
bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w HEhe -,193,989,g1f3,5,5,24,g1f3 c7c5 c2c4 e7e5 b2b3 b7b6 e2e4
bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w HEhe -,194,172,c2c4,1,59,24,c2c4 a7a5 e2e4 e7e5 b2b4 a5b4 b1b4
bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w HEhe -,194,172,e2e4,2,25,24,e2e4 b7b5 b2b4 e7e5 d2d3 g8f6 f2f4
bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w HEhe -,194,172,b2b4,3,24,24,b2b4 b7b5 g1f3 g8f6 d2d3 d7d6 c2c4
bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w HEhe -,194,172,d2d3,4,21,24,d2d3 b7b5 b2b4 e7e5 g1f3 d7d6 f1h1
bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w HEhe -,194,172,a2a4,5,21,24,a2a4 e7e5 e2e4 b7b5 a4b5 b8b5 d2d3
bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w HDhd -,195,1165,c2c4,1,12,26,c2c4 c7c5 e2e3 e7e6 b2b3 g8f6 f2f4
bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w HDhd -,195,1165,e2e3,2,7,26,e2e3 b7b5 b2b3 g8f6 c1e2 c8d6 g1f3
bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w HDhd -,195,1165,b2b3,3,4,26,b2b3
bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w HDhd -,195,1165,g1f3,4,3,26,g1f3 b7b5 b2b3 e7e6 e2e3 g8f6 c1e2
bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w HDhd -,195,1165,b2b4,5,2,26,b2b4 b7b5 e2e3 e7e6 g1f3 g8f6 f1e2
bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w GDgd -,196,476,c2c4,1,25,24,c2c4 b7b5 c4c5 e7e5 b2b4 g7g6 c1d3
bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w GDgd -,196,476,d2d4,2,23,24,d2d4 g7g6 b2b3 d7d5 g2g3 b7b5 f1e3
bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w GDgd -,196,476,b2b4,3,16,24,b2b4 b7b5 f1e3 c8b6 c1b3 g7g6 a1h8
bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w GDgd -,196,476,b2b3,4,14,24,b2b3 b7b5 d2d4 g7g6 f1e3 d7d5 g2g3
bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w GDgd -,196,476,g2g3,5,9,24,g2g3 b7b5
qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w HEhe -,197,879,g1f3,1,27,25,g1f3 c7c5 c2c4 b7b6 b2b4 e7e5 f1h1
qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w HEhe -,197,879,c2c4,2,27,25,c2c4 c7c5 b2b4 b7b6 g1f3 e7e5 f1h1
qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w HEhe -,197,879,d2d4,3,26,25,d2d4 d7d5 c2c4 d5c4 g1f3 c7c5 d4c5
qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w HEhe -,197,879,b2b4,4,26,25,b2b4 b7b6 c2c4 c7c5 c1b2 f7f6 e2e4
qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w HEhe -,197,879,e2e4,5,14,25,e2e4 c7c5 b2b4 b7b6 c2c4 c8b7 c1b2
qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w HEhe -,198,1034,e2e4,2,26,25,e2e4 e7e5 g1f3 d7d6 f1h1 b8c6 c2c3
qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w HEhe -,198,1034,g1f3,3,24,25,g1f3 e7e5 e2e4 d7d6 f1h1 b8c6 b2b3
qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w HEhe -,198,1034,d2d4,1,21,25,d2d4 d7d5
qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w HEhe -,198,1034,b2b4,4,20,25,b2b4 e7e5 e2e4 d7d6 a2a4 g8f6 g1f3
qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w HEhe -,198,1034,c2c4,5,19,25,c2c4 e7e5 b1c3 g8f6 e2e4 f8h8 g1f3
qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w HDhd -,199,250,b2b3,1,26,26,b2b3 g8f6 c1b2 b7b6 c2c4 c8b7 f2f3
qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w HDhd -,199,250,d2d4,4,16,26,d2d4 g8f6 c2c4 b7b6 b1c3 c8a6 b2b3
qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w HDhd -,199,250,b2b4,2,14,26,b2b4 g8f6 c1b2 b7b6 g1f3 c8b7 c2c4
qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w HDhd -,199,250,c2c4,3,12,26,c2c4 g8f6
qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w HDhd -,199,250,g1f3,5,10,26,g1f3 e7e6 d2d4 d7d5 c1f4 f8d6 f4d6
qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd -,200,1725,b2b4,2,33,26,b2b4 c7c6 d2d4 d7d5 f1e3 f8e6 a2a4
qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd -,200,1725,d2d4,1,32,26,d2d4 d7d5
qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd -,200,1725,f1e3,3,29,26,f1e3 d7d5 d2d4 b7b5 b2b3 f8e6 c2c4
qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd -,200,1725,g2g3,4,28,26,g2g3 d7d5 d2d4 b7b5 b2b3 g7g6 c2c4
qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w GDgd -,200,1725,b2b3,5,25,26,b2b3 d7d5 d2d4 c7c6 c1b2 f8e6 c2c4
qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w HDhd -,201,254,c2c4,1,37,24,c2c4 c7c5 b2b3 d7d6 g1f3 e7e5 d2d4
qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w HDhd -,201,254,g1f3,2,23,24,g1f3 d7d5 d2d4 b7b6 b2b3 g8f6 f1h1
qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w HDhd -,201,254,e2e4,3,21,24,e2e4
qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w HDhd -,201,254,b2b3,4,14,24,b2b3 d7d5 d2d4 g8f6 g1f3 b7b6 c1d3
qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w HDhd -,201,254,d2d4,5,12,24,d2d4 d7d5 g1f3 b7b6 b2b3 g8f6 c1d3
qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w HChc -,202,927,b2b4,1,30,24,b2b4 d7d6 a2a4 c7c5 d2d3 c5b4 e1b4
qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w HChc -,202,927,g1f3,4,16,24,g1f3 d7d6 d2d3 a7a5 c2c4 b7b5 c4b5
qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w HChc -,202,927,c2c4,2,13,24,c2c4 d7d6 e2e3 c7c5 d1e2 g8f6 g1f3
qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w HChc -,202,927,d2d4,3,12,24,d2d4 d7d6
qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w HChc -,202,927,d2d3,5,12,24,d2d3 d7d5 g1f3 g8f6 c2c4 d5c4 d3c4
qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w HChc -,203,4119,b2b4,1,32,24,b2b4
qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w HChc -,203,4119,f2f4,2,26,24,f2f4 e7e6 g1f3 b7b6 c2c4 c7c5 b2b3
qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w HChc -,203,4119,e2e3,3,23,24,e2e3 e7e6 c2c4 c7c5 f1e2 f8e7 g1f3
qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w HChc -,203,4119,c2c4,4,22,24,c2c4 c7c5 e2e3 e7e6 f1e2 f8e7 g1f3
qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w HChc -,203,4119,d2d3,5,21,24,d2d3 d7d5 b2b4 g8f6 a2a4 e7e6 g1f3
qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w GCgc -,204,1763,a2a4,2,35,23,a2a4 a7a5 d2d3 a8a7 f1e3 g7g6 e1c3
qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w GCgc -,204,1763,d2d3,1,32,23,d2d3 d7d6 a2a4 a7a5 e1c3 f8e6 g2g3
qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w GCgc -,204,1763,d2d4,3,32,23,d2d4 g7g5 e2e3 g5g4 g2g3 a7a5 e1c3
qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w GCgc -,204,1763,g2g3,4,29,23,g2g3 d7d6 d2d3 a7a5 a2a4 a8a7 f1e3
qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w GCgc -,204,1763,g2g4,5,25,23,g2g4 g7g5 f1g3 d7d6 d1c1 a7a5 a2a4
qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w HDhd -,205,2007,b2b3,1,16,26,b2b3 f7f6 d2d4 d7d5 f2f3 c7c6 g1f2
qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w HDhd -,205,2007,f2f3,2,16,26,f2f3 f7f6 d2d4 d7d5 h2h4 b7b6 h4h5
qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w HDhd -,205,2007,d2d4,4,14,26,d2d4 f7f6 b2b3 d7d5 f2f3 c7c6 g1f2
qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w HDhd -,205,2007,h2h4,3,12,26,h2h4 f7f6
qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w HDhd -,205,2007,c2c3,5,10,26,c2c3 f7f6 d2d4 d7d5 f2f3 c7c6 g1f2
